t (s),r (°),x (°),u_in (°),Kp,Ki,Kd
52.435,0,3,-5.699999809265137,1.9,0,0.2
52.455,0,3,-5.699999809265137,1.9,0,0.2
52.475,0,3,-5.699999809265137,1.9,0,0.2
52.495,0,3,-5.699999809265137,1.9,0,0.2
52.515,0,3.5,-6.650000095367432,1.9,0,0.2
52.535,0,4,-7.599999904632568,1.9,0,0.2
52.555,0,4,-7.599999904632568,1.9,0,0.2
52.575,0,4,-7.599999904632568,1.9,0,0.2
52.595,0,4,-7.599999904632568,1.9,0,0.2
52.615,0,3.5,-6.650000095367432,1.9,0,0.2
52.635,0,3,-5.699999809265137,1.9,0,0.2
52.655,0,3,-5.699999809265137,1.9,0,0.2
52.675,0,3,-5.699999809265137,1.9,0,0.2
52.695,0,3,-5.699999809265137,1.9,0,0.2
52.715,0,3,-5.699999809265137,1.9,0,0.2
52.735,0,3,-5.699999809265137,1.9,0,0.2
52.755,0,2.5,-4.75,1.9,0,0.2
52.775,0,2.5,-4.75,1.9,0,0.2
52.795,0,3,-25.700000762939453,1.9,0,0.2
52.815,0,3,-5.699999809265137,1.9,0,0.2
52.835,0,2.5,-4.75,1.9,0,0.2
52.855,0,3,-5.699999809265137,1.9,0,0.2
52.875,0,2.5,15.25,1.9,0,0.2
52.895,0,2.5,-4.75,1.9,0,0.2
52.915,0,3,-5.699999809265137,1.9,0,0.2
52.935,0,3.5,-26.649999618530273,1.9,0,0.2
52.955,0,3.5,-6.650000095367432,1.9,0,0.2
52.975,0,3,-5.699999809265137,1.9,0,0.2
52.995,0,2,16.200000762939453,1.9,0,0.2
53.015,0,2,-3.799999952316284,1.9,0,0.2
53.035,0,2,-3.799999952316284,1.9,0,0.2
53.055,0,2,-3.799999952316284,1.9,0,0.2
53.075,0,2,-3.799999952316284,1.9,0,0.2
53.095,0,2,-3.799999952316284,1.9,0,0.2
53.115,0,1.5,-2.8499999046325684,1.9,0,0.2
53.135,0,1.5,-2.8499999046325684,1.9,0,0.2
53.155,0,1,-1.899999976158142,1.9,0,0.2
53.175,0,1,-1.899999976158142,1.9,0,0.2
53.195,0,1,-1.899999976158142,1.9,0,0.2
