t (s),r (°),x (°),u_in (°),Kp,Ki,Kd
176.975,0,-1.5,-43.720359802246094,1.25,0.4,0.4
176.995,0,-1,-4.336361408233643,1.25,0.4,0.4
177.015,0,-1.5,36.297637939453125,1.25,0.4,0.4
177.035,0,-2,-3.0613608360290527,1.25,0.4,0.4
177.055,0,-2,-3.045360565185547,1.25,0.4,0.4
177.075,0,-2,-3.029360294342041,1.25,0.4,0.4
177.095,0,-2,-3.013360023498535,1.25,0.4,0.4
177.115,0,-2,-2.9973597526550293,1.25,0.4,0.4
177.135,0,-2,-2.9813590049743652,1.25,0.4,0.4
177.155,0,-2.5,-2.3383593559265137,1.25,0.4,0.4
177.175,0,-2,-42.944358825683594,1.25,0.4,0.4
177.195,0,-2,-2.928359031677246,1.25,0.4,0.4
177.215,0,-2.5,-2.2853589057922363,1.25,0.4,0.4
177.235,0,-2,-2.8923587799072266,1.25,0.4,0.4
177.255,0,-2,-2.8763585090637207,1.25,0.4,0.4
177.275,0,-1,-4.115358352661133,1.25,0.4,0.4
177.295,0,-1,-4.107358455657959,1.25,0.4,0.4
177.315,0,-2,36.526641845703125,1.25,0.4,0.4
177.335,0,-2,-2.832357883453369,1.25,0.4,0.4
177.355,0,-2,-2.8163576126098633,1.25,0.4,0.4
177.375,0,-2,-2.8003573417663574,1.25,0.4,0.4
177.395,0,-2,-2.7843565940856934,1.25,0.4,0.4
177.415,0,-2,-2.7683563232421875,1.25,0.4,0.4
177.435,0,-2,-2.7523560523986816,1.25,0.4,0.4
177.455,0,-2,-2.736355781555176,1.25,0.4,0.4
177.475,0,-2,-2.72035551071167,1.25,0.4,0.4
177.495,0,-1.5,-3.3333559036254883,1.25,0.4,0.4
177.515,0,-2,37.30464553833008,1.25,0.4,0.4
177.535,0,-2,-2.6793556213378906,1.25,0.4,0.4
177.555,0,-2,-2.6633553504943848,1.25,0.4,0.4
177.575,0,-2,-2.647355079650879,1.25,0.4,0.4
177.595,0,-2.5,-2.0023550987243652,1.25,0.4,0.4
177.615,0,-3,38.643646240234375,1.25,0.4,0.4
177.635,0,-3,-1.33235502243042,1.25,0.4,0.4
177.655,0,-3,-1.308354377746582,1.25,0.4,0.4
